time;replicators;no_par;mean_R_par;mean_length_par;mean_mfe_par;no_templ;mean_R_templ;mean_length_templ;mean_mfe_templ;no_enz0;mean_R_enz0;mean_length_enz0;mean_mfe_enz0;mean_a_enz0;no_enz1;mean_R_enz1;mean_length_enz1;mean_mfe_enz1;mean_a_enz1;no_enz2;mean_R_enz2;mean_length_enz2;mean_mfe_enz2;mean_a_enz2;no_enz3;mean_R_enz3;mean_length_enz3;mean_mfe_enz3;mean_a_enz3;no_enz4;mean_R_enz4;mean_length_enz4;mean_mfe_enz4;mean_a_enz4;no_enz5;mean_R_enz5;mean_length_enz5;mean_mfe_enz5;mean_a_enz5;no_enz6;mean_R_enz6;mean_length_enz6;mean_mfe_enz6;mean_a_enz6;no_Genz0;mean_R_Genz0;mean_length_Genz0;mean_mfe_Genz0;mean_a_Genz0;no_Genz1;mean_R_Genz1;mean_length_Genz1;mean_mfe_Genz1;mean_a_Genz1;no_Genz2;mean_R_Genz2;mean_length_Genz2;mean_mfe_Genz2;mean_a_Genz2;no_Genz3;mean_R_Genz3;mean_length_Genz3;mean_mfe_Genz3;mean_a_Genz3;no_Genz4;mean_R_Genz4;mean_length_Genz4;mean_mfe_Genz4;mean_a_Genz4;no_Genz5;mean_R_Genz5;mean_length_Genz5;mean_mfe_Genz5;mean_a_Genz5;no_Genz6;mean_R_Genz6;mean_length_Genz6;mean_mfe_Genz6;mean_a_Genz6;no_A0;no_A1;no_A2;no_A3;no_A4;no_A5;no_A6;no_A7;no_replications;no_deaths
31000;80474;22618;10.3716;43.1989;-24.9742;12146;10.2428;45.5864;-24.9911;6202;10.3484;43.7122;-24.928;0.693986;5313;10.0547;49.0791;-25.7707;0.785061;7897;10.3889;42.7321;-25.5555;0.626709;2135;10.0444;49.3316;-24.7889;0.875418;7394;10.4455;41.7065;-24.8042;0.872874;5286;10.152;47.2717;-24.1433;0.809206;6751;10.437;41.9545;-26.0807;0.922696;3202;10.0442;49.302;-24.453;0.36104;140;10.1062;48.1214;-23.8343;0.428506;1425;10.1747;46.7151;-25.6771;0.272772;2906;10.029;49.6019;-24.4523;0.430801;0;0;0;0;0;293;10.0899;48.4334;-23.9737;0.303474;1498;10.1527;47.1649;-25.4515;0.507018;34764;40978;4732;0;0;0;0;0;84208476;84209134
31675.8;79634;23469;10.398;42.701;-25.1632;11390;10.2584;45.3069;-25.0577;6152;10.4317;42.1421;-25.0467;0.73974;5205;10.0438;49.2697;-26.2332;0.797982;8141;10.4106;42.336;-25.405;0.637162;2280;10.0409;49.3759;-24.9102;0.896641;6959;10.4584;41.4719;-24.7282;0.934693;4746;10.1484;47.3335;-24.3147;0.858998;6558;10.4647;41.4668;-25.8891;0.893113;3157;10.0408;49.3548;-24.6113;0.361578;92;9.92529;51.6848;-27.4076;0.197109;1339;10.1645;46.9022;-26.6786;0.267168;3079;10.0299;49.5729;-24.5029;0.436615;0;0;0;0;0;246;10.0523;49.1992;-24.3268;0.3131;1555;10.1213;47.7685;-26.4229;0.502889;34859;40041;4734;0;0;0;0;0;90000001;90001499
32000;80352;24463;10.4278;42.1633;-24.9789;11223;10.26;45.2731;-25.1245;6472;10.4702;41.4711;-24.6341;0.773428;5376;10.0504;49.1475;-26.102;0.81611;7867;10.4233;42.0924;-25.6046;0.622732;1999;10.022;49.7729;-24.5993;0.839048;7304;10.4776;41.1127;-24.8935;0.918471;4649;10.1476;47.353;-24.3045;0.863817;6859;10.4872;41.0886;-25.3098;0.849374;3192;10.0485;49.2174;-24.4133;0.376043;57;10.0601;49.1228;-23.9246;0.289967;879;10.1665;46.8771;-26.1705;0.247852;2907;10.0438;49.3024;-24.453;0.428303;0;0;0;0;0;296;10.0313;49.6014;-23.9939;0.313255;949;10.1396;47.4089;-26.0449;0.47347;35686;40526;4140;0;0;0;0;0;2782554;2781836
33000;80070;23198;10.4459;41.8313;-24.8775;11296;10.2835;44.8485;-24.9443;6547;10.4885;41.1534;-24.5559;0.743599;5147;10.0729;48.7006;-26.1516;0.819593;8072;10.4534;41.5699;-25.262;0.650904;2309;10.0533;49.1598;-24.5141;0.800964;7663;10.5216;40.3546;-24.2351;0.867089;4995;10.1594;47.0999;-24.5548;0.912745;6674;10.4702;41.3851;-25.6145;0.922075;3112;10.0561;49.0646;-24.5802;0.383439;39;10.1173;48.5128;-21.1513;0.343386;1020;10.1159;47.8539;-27.5738;0.225807;2941;10.0502;49.169;-24.6116;0.420725;3;10.0376;50;-18.6;0.504974;164;10.1208;47.811;-24.3634;0.223997;1059;10.1099;47.9669;-27.3886;0.4947;34494;41407;4169;0;0;0;0;0;11335937;11335501
34000;80040;24932;10.4658;41.4696;-24.6756;11343;10.3142;44.2956;-24.6634;5966;10.505;40.8518;-24.7176;0.70976;4858;10.0715;48.7371;-25.8834;0.796999;7825;10.4653;41.3518;-25.3072;0.651306;2311;10.0332;49.5431;-24.6907;0.854464;7077;10.5285;40.2237;-24.1828;0.94744;4573;10.1855;46.637;-24.0248;0.924397;7309;10.4724;41.3273;-25.5929;1.00154;3016;10.0513;49.1243;-25.2163;0.386263;66;9.9536;51.1515;-24.1379;0.317894;839;10.0929;48.3456;-26.1211;0.223328;2758;10.0497;49.1501;-25.29;0.408836;0;0;0;0;0;181;10.0742;48.7072;-24.9149;0.286537;832;10.0835;48.5421;-26.0444;0.481208;36275;39919;3846;0;0;0;0;0;19924355;19923949
35000;80183;23136;10.4755;41.3002;-24.8987;11267;10.2969;44.5857;-25.2455;5656;10.4424;41.9977;-24.9024;0.774554;5015;10.0541;49.0554;-26.1351;0.816187;8718;10.497;40.7593;-25.2708;0.653559;2145;10.0308;49.5753;-25.4464;0.790925;7537;10.5594;39.6286;-24.4493;0.962751;4962;10.1784;46.7602;-24.3992;0.934101;7229;10.457;41.5694;-26.0556;0.961819;3527;10.0599;48.9617;-25.1816;0.396855;14;9.99261;50.4286;-22.7786;0.325522;980;10.0833;48.4908;-28.6508;0.229285;3327;10.0469;49.2122;-25.1539;0.427433;0;0;0;0;0;187;10.1366;47.5722;-23.985;0.306046;1001;10.0526;49.1069;-28.2164;0.510883;34403;41262;4518;0;0;0;0;0;28489117;28488568
36000;80726;23345;10.4764;41.2889;-24.7737;10924;10.2911;44.7088;-25.0357;5899;10.4333;42.1671;-24.883;0.785859;5204;10.0427;49.2813;-26.4791;0.819004;8643;10.5166;40.4029;-25.1552;0.63761;1873;10.0291;49.5942;-25.4135;0.853712;7951;10.5707;39.4446;-24.2859;0.956011;4972;10.2089;46.1907;-23.9599;0.936568;7134;10.4692;41.3636;-25.3754;0.94597;3954;10.0258;49.6179;-25.5877;0.397659;51;10.0232;49.7843;-25;0.290872;846;10.1401;47.3712;-26.9805;0.198401;3544;10.0159;49.8081;-25.664;0.432939;0;0;0;0;0;329;10.1072;48.0486;-24.6945;0.344115;838;10.1274;47.6205;-26.9078;0.450743;34269;41676;4781;0;0;0;0;0;37100752;37099660
37000;80129;23375;10.4553;41.6898;-24.7276;11108;10.2857;44.8003;-25.1973;5938;10.4398;42.0778;-24.7824;0.745159;5567;10.0496;49.1611;-26.0854;0.802983;8567;10.5067;40.5831;-25.0533;0.664513;2048;10.029;49.5991;-25.361;0.870335;7441;10.5619;39.6093;-24.2355;0.986758;4706;10.2131;46.089;-24.1912;0.979201;7024;10.4744;41.2927;-25.561;0.960948;3692;10.0268;49.6092;-25.4575;0.379124;60;10.0748;48.6333;-26.8733;0.151104;709;10.1466;47.2454;-26.6236;0.214233;3357;10.0219;49.6985;-25.4822;0.42017;0;0;0;0;0;214;10.0231;49.7477;-25.2023;0.290534;678;10.132;47.5221;-26.7875;0.392915;34483;41291;4355;0;0;0;0;0;45711950;45711455
38000;80363;23844;10.4639;41.5174;-24.7796;11104;10.2821;44.8684;-25.2746;6063;10.4187;42.4631;-25.0814;0.723368;5311;10.044;49.2563;-26.4796;0.838414;8526;10.4974;40.7672;-25.0267;0.639604;1828;10.0102;49.9852;-25.496;0.846215;7415;10.5644;39.5521;-24.4073;0.961863;5235;10.2074;46.2071;-24.053;0.998287;6677;10.4441;41.8377;-25.6685;0.955621;3656;10.0315;49.5038;-25.8113;0.364093;64;10.0106;50;-25.7219;0.25234;645;10.1288;47.5628;-27.36;0.294554;3467;10.029;49.5489;-25.8465;0.430251;1;9.90315;52;-28.1;0.506769;183;10.0487;49.2295;-24.5863;0.375785;704;10.1055;48.0355;-27.0229;0.504377;34948;41055;4360;0;0;0;0;0;54318392;54317663
39000;80545;23515;10.4823;41.1739;-24.8747;11405;10.293;44.6687;-25.2631;6431;10.4214;42.3825;-25.2972;0.722081;5250;10.0606;48.9547;-26.1568;0.848676;8259;10.4948;40.8116;-25.0643;0.633349;1843;10.0103;49.9533;-26.0814;0.899878;7460;10.5595;39.6307;-24.4982;0.968487;5033;10.2219;45.9136;-24.2175;1.04714;7004;10.4761;41.2327;-25.9078;0.936596;3566;10.0228;49.6772;-25.9435;0.34743;34;10.1087;48.2059;-23.1294;0.271778;815;10.1299;47.5485;-27.5474;0.303612;3321;10.016;49.7995;-26.1254;0.434495;1;10.2803;46;-16.3;0.488065;153;10.0899;48.4706;-23.9974;0.269696;800;10.1156;47.815;-27.8181;0.498248;34920;41280;4345;0;0;0;0;0;62893109;62892198
40000;80449;24088;10.4733;41.3235;-25.0389;11609;10.3159;44.2473;-25.0259;5883;10.4004;42.7778;-25.0485;0.716605;4755;10.0573;49.0164;-26.1729;0.866039;8482;10.5308;40.1491;-25.0442;0.630566;1556;10.0194;49.7796;-25.9606;0.881884;7555;10.5887;39.1162;-24.2298;0.932916;5091;10.229;45.7718;-24.206;1.04327;7127;10.4261;42.1214;-25.7151;0.921944;3573;10.0247;49.6384;-26.1713;0.335743;26;10.0897;48.5;-22.9692;0.399296;742;10.1575;47.031;-27.7441;0.213607;3416;10.0171;49.7834;-26.2455;0.447796;0;0;0;0;0;99;10.0964;48.2525;-26.0323;0.311917;750;10.1307;47.5453;-27.8383;0.46703;35697;40449;4303;0;0;0;0;0;71499793;71498978
41000;80691;23037;10.4425;41.919;-24.6725;12175;10.2992;44.5485;-24.8844;5469;10.3437;43.8471;-24.6193;0.693466;5260;10.0647;48.8631;-25.945;0.898495;8490;10.5235;40.2868;-24.8152;0.663037;2009;10.0461;49.2573;-25.3723;0.869833;7410;10.5803;39.2823;-24.0312;0.976355;5281;10.2464;45.4855;-23.6134;1.04582;6746;10.4183;42.2443;-26.0123;0.924389;4006;10.0426;49.2926;-25.6099;0.351633;25;10.1741;47.16;-21.772;0.354243;784;10.2185;45.8865;-26.3524;0.151004;3752;10.0375;49.3867;-25.6377;0.448041;0;0;0;0;0;227;10.0751;48.6476;-26.5207;0.371042;834;10.1925;46.3861;-26.4417;0.487584;35212;40665;4814;0;0;0;0;0;80095716;80094659
42000;80622;24518;10.4215;42.2811;-24.9339;11133;10.264;45.1961;-24.969;4901;10.2721;45.0967;-25.366;0.66;5051;10.0583;49.0008;-26.1242;0.894041;8726;10.516;40.4232;-24.9029;0.649411;1859;10.0252;49.6665;-25.8211;0.845616;8097;10.5779;39.337;-23.8553;0.968133;5282;10.2689;45.0644;-23.279;1.10619;6537;10.3536;43.3939;-26.1254;0.951422;3773;10.0316;49.4985;-25.8412;0.3743;30;10.0661;48.8667;-24.2033;0.393992;733;10.2499;45.2592;-25.9632;0.118091;3580;10.0252;49.6198;-25.9092;0.448312;0;0;0;0;0;155;10.077;48.6323;-24.9271;0.217947;765;10.223;45.7882;-25.7732;0.421784;35651;40453;4518;0;0;0;0;0;88729567;88728579
42147.1;80756;23893;10.4333;42.073;-24.8944;11868;10.2859;44.7904;-25.0442;5051;10.2922;44.7555;-25.1374;0.676708;5128;10.0536;49.095;-26.3923;0.897713;8946;10.5141;40.4566;-25.0085;0.62536;1840;10.0389;49.3935;-25.6009;0.867058;7839;10.5809;39.2717;-24.0327;0.975614;5126;10.2592;45.2556;-23.3588;1.09206;6330;10.3787;42.9537;-25.9401;0.898493;3881;10.0202;49.7246;-26.1767;0.373953;32;10.1594;47.1875;-22.3656;0.439293;808;10.2514;45.2228;-26.0949;0.122013;3632;10.0113;49.8918;-26.2647;0.444222;0;0;0;0;0;242;10.0828;48.4793;-26.0847;0.347702;875;10.2231;45.7897;-25.9488;0.436127;35761;40260;4735;0;0;0;0;0;90000001;89998879
43000;81071;24242;10.4506;41.7834;-24.7919;11764;10.2415;45.6429;-24.9517;4779;10.2376;45.7903;-25.3377;0.749405;5261;10.0374;49.4142;-26.5069;0.898262;8671;10.5161;40.4397;-24.7132;0.593833;1798;10.0018;50.1557;-25.5917;0.89305;7754;10.5803;39.3086;-23.7276;0.938675;5534;10.2479;45.463;-23.3034;1.06305;6455;10.3474;43.5263;-26.0057;0.939019;4116;9.9941;50.2427;-26.2302;0.39956;52;10.0318;49.5192;-25.4596;0.327649;713;10.2647;44.9635;-26.2836;0.0956228;3841;9.98924;50.3319;-26.3572;0.439375;0;0;0;0;0;195;10.0443;49.3692;-24.0113;0.378282;709;10.2568;45.1185;-26.223;0.491488;36006;40252;4813;0;0;0;0;0;7356533;7356218
44000;80302;24940;10.4561;41.6897;-24.9369;11131;10.2649;45.2028;-25.1371;5794;10.284;44.8916;-25.7654;0.690246;5279;10.0405;49.347;-26.551;0.890074;8643;10.5395;40.0236;-24.6562;0.628911;1952;10.0221;49.7218;-26.191;0.879679;7192;10.6115;38.7244;-23.8569;1.01103;5031;10.2391;45.6323;-23.4939;1.04035;6086;10.3712;43.0978;-25.8345;0.921883;3549;10.0142;49.8563;-26.0437;0.372572;26;10.1576;47.3846;-21.6615;0.325985;719;10.2476;45.3491;-25.6128;0.106125;3357;10.0079;49.9768;-26.0516;0.45316;0;0;0;0;0;150;10.0921;48.3733;-25.2267;0.404158;707;10.2424;45.4653;-25.2253;0.42787;36071;39977;4254;0;0;0;0;0;15978458;15978912
45000;80797;24480;10.4169;42.3901;-24.8391;11428;10.2804;44.9323;-24.8802;5143;10.2725;45.1215;-25.1556;0.689593;5349;10.0306;49.5508;-26.5;0.879805;8732;10.5185;40.3929;-24.744;0.618943;2073;10.0264;49.6445;-25.9204;0.779106;7179;10.5848;39.2165;-23.7206;1.00347;5100;10.2465;45.5027;-23.363;1.0275;6856;10.3711;43.0716;-26.1579;0.895567;3869;9.99085;50.3107;-26.323;0.380141;65;10.0308;49.5077;-26.8631;0.39488;616;10.2477;45.3393;-25.1222;0.10672;3552;9.98382;50.4482;-26.3721;0.45651;0;0;0;0;0;200;10.0637;48.87;-25.548;0.303332;612;10.2361;45.5605;-25.0992;0.503866;35908;40432;4457;0;0;0;0;0;24564143;24564102
46000;79923;23746;10.4151;42.4384;-24.9744;11868;10.2607;45.2542;-25.4147;4739;10.1775;46.8597;-25.7329;0.697468;5227;10.0423;49.3226;-26.4784;0.909349;9577;10.517;40.4003;-25.0141;0.630358;1622;10.0398;49.3915;-25.7262;0.841003;7879;10.5736;39.3946;-24.1184;0.974188;4653;10.2445;45.5583;-23.3059;1.04503;6609;10.331;43.8;-26.3386;0.909826;3637;10.0094;49.9417;-26.2672;0.367144;35;10.1726;47;-23.2743;0.201256;316;10.2358;45.6329;-24.5772;0.166728;3370;9.99635;50.1846;-26.4185;0.441266;0;0;0;0;0;250;10.1014;48.26;-24.4584;0.39225;398;10.1565;47.1709;-24.2427;0.343291;35614;40306;4003;0;0;0;0;0;33181970;33182803
47000;80503;24142;10.4103;42.5351;-25.0045;11934;10.2526;45.4049;-25.4242;4713;10.1944;46.5599;-25.9567;0.655234;5262;10.0257;49.6237;-26.7929;0.922413;9370;10.4852;40.991;-25.0736;0.637998;1827;10.0411;49.3914;-25.7226;0.822372;7739;10.5615;39.6164;-24.145;0.978761;4836;10.223;45.963;-23.5767;1.00516;6550;10.3066;44.2583;-26.2654;0.975974;3877;10.0033;50.0614;-26.402;0.376845;68;10.1098;48.1618;-24.2941;0.373655;256;10.1464;47.3242;-25.5598;0.182682;3504;9.99145;50.2825;-26.5471;0.450953;0;0;0;0;0;299;10.0446;49.3478;-25.8147;0.392433;256;10.0763;48.707;-25.734;0.355878;36076;40297;4130;0;0;0;0;0;41792206;41792459
48000;81035;25495;10.4864;41.1821;-25.2177;11385;10.2434;45.6016;-25.5039;4949;10.1573;47.2372;-25.7159;0.673477;5179;10.0207;49.7245;-26.8799;0.926699;8740;10.5047;40.6334;-24.9686;0.646438;1982;10.0188;49.776;-26.0984;0.786703;7764;10.5709;39.4386;-24.1252;0.981574;5047;10.1899;46.5556;-24.1767;0.982763;6155;10.3253;43.9487;-26.0743;0.940407;3989;9.991;50.3008;-26.6111;0.387916;53;10.0648;48.9434;-23.6396;0.414555;372;10.0664;48.8226;-26.8573;0.127265;3663;9.98588;50.3948;-26.7216;0.451949;0;0;0;0;0;240;10.0355;49.4875;-25.7167;0.269383;361;10.0614;48.9058;-26.8618;0.46091;36880;39816;4339;0;0;0;0;0;50380945;50380666
49000;80765;25265;10.4765;41.3752;-25.1428;11728;10.2407;45.6207;-25.3887;4233;10.1099;48.0987;-25.2602;0.710844;5271;10.0437;49.2715;-26.5989;0.91853;8843;10.5086;40.5715;-25.1968;0.657837;1787;10.0374;49.4107;-25.9171;0.782903;7255;10.5682;39.5143;-23.9045;0.937139;5230;10.1997;46.3581;-24.1695;0.972611;6319;10.2884;44.6004;-26.7925;0.965914;4408;10.0195;49.7486;-25.8664;0.390827;33;10.1612;47.1818;-22.4394;0.443099;496;10.1521;47.129;-26.3284;0.0946092;3900;10.0085;49.9649;-25.9069;0.427512;0;0;0;0;0;404;10.0964;48.2203;-25.7537;0.294513;427;10.155;47.0656;-26.3836;0.408801;36993;38938;4834;0;0;0;0;0;58964264;58964255
50000;80249;24920;10.4484;41.8552;-25.1856;11762;10.2258;45.8893;-25.5793;4731;10.1771;46.8738;-25.6709;0.731427;5359;10.039;49.3551;-26.4629;0.896205;8216;10.502;40.6725;-25.2177;0.663501;1875;10.027;49.6715;-25.3225;0.857836;7478;10.5641;39.5556;-24.2569;0.952262;4937;10.1789;46.7448;-24.4701;0.91609;6315;10.2778;44.8024;-27.1802;0.90059;4222;10.0147;49.8335;-25.9994;0.394841;69;10.146;47.3043;-24.9;0.428885;465;10.1812;46.5935;-25.8778;0.111876;3667;10.0052;50.015;-26.0728;0.444035;0;0;0;0;0;421;10.063;48.9264;-25.5233;0.308402;468;10.1657;46.9017;-25.8092;0.345086;36682;38911;4656;0;0;0;0;0;67567831;67568338
51000;80624;24753;10.448;41.8158;-25.3556;11155;10.2454;45.5208;-25.3701;4179;10.1862;46.6868;-25.4152;0.713639;5406;10.0393;49.3502;-26.4343;0.870587;8835;10.4991;40.7111;-25.5868;0.695351;1742;10.0554;49.132;-25.3095;0.788828;8262;10.5576;39.6564;-24.6748;0.970142;5133;10.2095;46.1718;-23.8795;0.911428;6394;10.2673;44.9725;-26.8698;0.937949;4561;10.0241;49.6488;-25.8284;0.398532;21;10.0887;48.381;-25.1333;0.222935;259;10.2056;46.1931;-24.5645;0.0683395;4220;10.0183;49.7543;-25.9708;0.466685;0;0;0;0;0;241;10.072;48.7842;-24.4162;0.287031;228;10.194;46.3772;-25.2425;0.327122;35908;39951;4765;0;0;0;0;0;76156954;76157086
52000;80204;25500;10.4424;41.8954;-25.3181;11582;10.2542;45.3516;-25.2383;4196;10.1718;46.9666;-25.2449;0.661074;5059;10.0427;49.2884;-26.2512;0.869662;8757;10.5085;40.5414;-25.1637;0.70747;1890;10.0364;49.4513;-25.7362;0.799698;7664;10.5586;39.6448;-24.4502;0.955473;5024;10.2289;45.8242;-23.6541;0.909943;6305;10.2926;44.4948;-26.7339;0.930489;3943;10.045;49.2521;-25.3932;0.386199;43;10.0018;50.2326;-23.1;0.234671;315;10.2775;44.8508;-24.7441;0.135231;3582;10.0301;49.5338;-25.4893;0.432116;0;0;0;0;0;285;10.1113;48;-24.3726;0.19695;286;10.1785;46.7448;-24.4416;0.36515;37082;38895;4227;0;0;0;0;0;84750829;84751381
52609.5;80755;24105;10.4455;41.8386;-25.0138;11884;10.2737;45.0134;-25.0123;4380;10.1664;47.0872;-24.9799;0.682071;5498;10.0432;49.2741;-26.3517;0.857207;9001;10.5238;40.2901;-24.9836;0.665739;2114;10.0362;49.4413;-25.7365;0.801694;7536;10.5801;39.2845;-24.4063;0.947167;5299;10.2243;45.9122;-23.6657;0.888835;6499;10.3015;44.3376;-26.5276;0.898014;4045;10.0262;49.6109;-25.5272;0.386402;77;10.0715;48.8442;-23.1351;0.360544;353;10.2247;45.8074;-25.2337;0.0810837;3773;10.0208;49.7122;-25.6024;0.451042;3;10.0064;50;-24.5;0.0660549;231;10.0957;48.2857;-25.1896;0.301909;402;10.1966;46.3358;-25.5254;0.369393;35989;40327;4433;6;0;0;0;0;90000001;90000002
53000;80233;23835;10.4582;41.5982;-25.1487;12278;10.3021;44.4823;-25.2116;4581;10.2158;46.1635;-25.3796;0.687138;4926;10.0403;49.3224;-26.7691;0.870302;8778;10.5462;39.8645;-25.2989;0.714312;1755;10.0314;49.543;-25.7152;0.791188;8162;10.5932;39.0331;-24.4472;0.96241;4866;10.2272;45.813;-24.1034;0.934769;6688;10.2896;44.5305;-27.1447;0.902807;4083;10.0223;49.685;-25.7993;0.388867;76;10.1547;47.2763;-23.0105;0.323527;297;10.1815;46.7239;-25.5781;0.125274;3710;10.0159;49.8073;-25.8048;0.43818;0;0;0;0;0;281;10.0262;49.6157;-26.4046;0.302656;281;10.1942;46.4591;-24.8473;0.374295;36113;39756;4364;0;0;0;0;0;3362730;3363252
54000;80605;23403;10.4201;42.2912;-25.3231;12216;10.2755;44.9831;-25.5013;4380;10.1792;46.8756;-25.4244;0.698211;5104;10.0279;49.5721;-26.9194;0.817125;8997;10.5315;40.1338;-25.3466;0.66547;2256;10.0165;49.8395;-25.7568;0.842131;8052;10.5912;39.0923;-23.992;0.971834;5555;10.2186;45.9764;-24.1841;0.937747;6707;10.2575;45.1306;-27.3464;0.936546;3557;10.0097;49.9339;-25.8668;0.393489;46;10.0971;48.4565;-23.0457;0.29901;390;10.1477;47.2179;-26.6687;0.110456;3254;10.0022;50.0787;-25.864;0.447435;0;0;0;0;0;223;10.0865;48.3946;-26.3063;0.280744;400;10.127;47.6275;-26.3133;0.392511;35619;41051;3935;0;0;0;0;0;11949602;11949752
55000;81176;23163;10.425;42.2205;-25.3844;12283;10.2476;45.5337;-25.4319;4978;10.1925;46.6635;-25.757;0.654736;5445;10.0119;49.8959;-27.331;0.823881;8893;10.5345;40.0986;-24.9897;0.679293;2225;9.99924;50.1906;-25.6595;0.93042;8176;10.5973;38.9854;-24.0016;0.959283;5228;10.2203;45.9767;-23.9559;0.961894;6730;10.3078;44.2143;-26.7458;0.90084;3743;9.96748;50.7662;-26.5204;0.388079;110;10.018;49.8;-25.2564;0.349651;324;10.1026;48.1111;-26.5204;0.0720902;3382;9.96021;50.908;-26.558;0.454699;0;0;0;0;0;220;10.0489;49.1727;-26.6486;0.229761;331;10.095;48.2689;-26.4523;0.443993;35446;41675;4055;0;0;0;0;0;20550425;20550004
56000;80979;23918;10.4448;41.8503;-25.2122;11775;10.2414;45.6247;-25.6389;4854;10.184;46.7515;-25.99;0.659934;5595;10.0247;49.635;-27.1478;0.874974;8688;10.5489;39.8275;-25.3189;0.678688;1903;10.0216;49.7236;-25.9898;0.898706;7852;10.6027;38.8877;-24.2981;0.95272;5203;10.2275;45.8024;-24.2711;0.956733;6581;10.3097;44.1711;-26.7337;0.8762;4178;9.98597;50.4157;-25.8399;0.395361;122;10.0114;49.9754;-24.518;0.410608;501;10.1183;47.8244;-27.1349;0.142793;3761;9.97824;50.5501;-26.0467;0.458404;0;0;0;0;0;224;10.078;48.7857;-23.4196;0.338725;437;10.1245;47.659;-27.5469;0.450333;35693;40676;4607;3;0;0;0;0;29134777;29134553
57000;81073;23712;10.4487;41.7823;-25.2848;12178;10.2633;45.2072;-25.5209;4519;10.1773;46.8699;-25.5641;0.670161;5430;10.0268;49.6107;-27.1111;0.857633;8904;10.5484;39.8382;-25.261;0.665532;1992;10.0138;49.887;-25.9291;0.938061;7959;10.6125;38.7021;-24.111;0.972887;5384;10.2483;45.414;-23.9186;0.947382;6511;10.3251;43.9012;-26.609;0.913051;3751;9.98922;50.3343;-26.1922;0.390414;84;10.0568;49.0833;-24.6012;0.269181;793;10.1737;46.7667;-26.2364;0.180466;3393;9.97953;50.5214;-26.2598;0.471599;0;0;0;0;0;203;10.0748;48.6404;-25.8773;0.293347;744;10.1716;46.8011;-26.3609;0.491395;35890;40699;4484;0;0;0;0;0;37737860;37737542
58000;80943;23724;10.4382;41.9887;-25.3309;11499;10.2477;45.504;-25.3403;4436;10.1703;47.0476;-25.4528;0.685275;5860;10.0214;49.7029;-27.0242;0.870385;8735;10.571;39.4541;-24.8693;0.684155;2357;10.0218;49.7183;-26.0751;0.932308;8094;10.6206;38.5707;-24.0496;0.991337;5156;10.2413;45.5764;-23.8913;0.947634;6925;10.3004;44.3412;-27.0004;0.906018;3729;9.99111;50.3081;-25.7767;0.40422;50;10.0376;49.6;-24.156;0.2672;503;10.1753;46.7674;-25.7559;0.17469;3483;9.98652;50.3902;-25.8924;0.458978;0;0;0;0;0;124;10.0663;48.9435;-23.4427;0.313696;425;10.2003;46.28;-25.8649;0.477661;35223;41563;4157;0;0;0;0;0;46340303;46340115
59000;80459;25095;10.4754;41.3298;-25.1037;10921;10.2627;45.2303;-25.531;4537;10.2222;46.0692;-25.6544;0.722287;5464;10.0326;49.4702;-26.9978;0.886754;8714;10.5622;39.6004;-24.9192;0.693119;2178;10.0295;49.5588;-26.0346;0.904754;8500;10.6137;38.6792;-24.2984;0.964266;4974;10.2213;45.9419;-24.1421;0.957533;6616;10.3367;43.7293;-26.6461;0.872698;3327;10.0122;49.8804;-25.8158;0.421526;11;10.0737;48.7273;-24.6909;0.131076;167;10.2327;45.7066;-24.9587;0.0925761;3137;10.0055;50.0064;-25.8892;0.46545;0;0;0;0;0;132;10.0702;48.8561;-24.4197;0.30527;146;10.1705;46.9589;-24.8411;0.295807;36016;40983;3460;0;0;0;0;0;54932549;54932845
60000;80441;25368;10.4774;41.2832;-25.0421;11574;10.3023;44.4724;-25.4495;4574;10.3064;44.509;-25.633;0.72691;5004;10.049;49.1565;-26.9328;0.862432;8537;10.5459;39.8906;-24.9148;0.656102;1793;10.0354;49.4551;-25.6344;0.848007;7715;10.6027;38.9019;-23.9146;0.953877;5217;10.2008;46.2835;-24.7583;0.941844;6852;10.3504;43.4606;-26.7004;0.894573;3710;10.0241;49.6531;-25.7006;0.436457;60;10.1229;47.7167;-26.0717;0.431608;127;10.1919;46.5276;-23.9346;0.0797375;3385;10.0159;49.8109;-25.705;0.449987;2;9.98548;51;-18.8;0.0646582;221;10.1032;48.1222;-25.9679;0.33417;110;10.1581;47.1273;-24.8655;0.314159;36942;39692;3806;1;0;0;0;0;63489151;63489465
61000;80256;24844;10.4768;41.2825;-25.5779;10961;10.2979;44.5596;-25.5966;5369;10.368;43.3427;-25.8976;0.768679;5689;10.0527;49.0656;-27.0143;0.883166;7889;10.5444;39.9124;-25.1587;0.666829;1962;10.0498;49.1886;-25.1914;0.838098;7696;10.6013;38.9068;-24.2921;0.969355;4945;10.1891;46.509;-24.8237;0.907017;7199;10.3865;42.8069;-26.6124;0.792556;3484;10.0401;49.3441;-25.4522;0.45513;22;10.267;45;-23.5;0.40927;238;10.2458;45.4076;-25.6546;0.102726;3273;10.032;49.4992;-25.4808;0.432861;0;0;0;0;0;124;10.0866;48.4274;-25.3758;0.202674;263;10.1709;46.8061;-25.916;0.326882;35805;40749;3702;0;0;0;0;0;72054716;72055215
